,ticker,firm,sector
256,DESA,DESA DERİ SANAYİ VE TİCARET A.Ş.,"TEXTILE, WEARING APPAREL AND LEATHER"
257,DIRIT,DİRİTEKS DİRİLİŞ TEKSTİL SANAYİ VE TİCARET A.Ş.,"TEXTILE, WEARING APPAREL AND LEATHER"
258,ENSRI,ENSARİ DERİ GIDA SANAYİ VE TİCARET A.Ş.,"TEXTILE, WEARING APPAREL AND LEATHER"
259,HATEK,HATEKS HATAY TEKSTİL İŞLETMELERİ A.Ş.,"TEXTILE, WEARING APPAREL AND LEATHER"
260,ISSEN,İŞBİR SENTETİK DOKUMA SANAYİ A.Ş.,"TEXTILE, WEARING APPAREL AND LEATHER"
261,KRTEK,KARSU TEKSTİL SANAYİİ VE TİCARET A.Ş.,"TEXTILE, WEARING APPAREL AND LEATHER"
262,KORDS,KORDSA TEKNİK TEKSTİL A.Ş.,"TEXTILE, WEARING APPAREL AND LEATHER"
263,LUKSK,LÜKS KADİFE TİCARET VE SANAYİİ A.Ş.,"TEXTILE, WEARING APPAREL AND LEATHER"
264,MEGAP,MEGA POLİETİLEN KÖPÜK SANAYİ VE TİCARET A.Ş.,"TEXTILE, WEARING APPAREL AND LEATHER"
265,MNDRS,MENDERES TEKSTİL SANAYİ VE TİCARET A.Ş.,"TEXTILE, WEARING APPAREL AND LEATHER"
266,RODRG,RODRİGO TEKSTİL SANAYİ VE TİCARET A.Ş.,"TEXTILE, WEARING APPAREL AND LEATHER"
267,ROYAL,ROYAL HALI İPLİK TEKSTİL MOBİLYA SANAYİ VE TİCARET A.Ş.,"TEXTILE, WEARING APPAREL AND LEATHER"
268,RUBNS,RUBENİS TEKSTİL SANAYİ TİCARET A.Ş.,"TEXTILE, WEARING APPAREL AND LEATHER"
269,SKTAS,SÖKTAŞ TEKSTİL SANAYİ VE TİCARET A.Ş.,"TEXTILE, WEARING APPAREL AND LEATHER"
270,SNPAM,SÖNMEZ PAMUKLU SANAYİİ A.Ş.,"TEXTILE, WEARING APPAREL AND LEATHER"
271,SUNTK,SUN TEKSTİL SANAYİ VE TİCARET A.Ş.,"TEXTILE, WEARING APPAREL AND LEATHER"
272,YATAS,YATAŞ YATAK VE YORGAN SANAYİ TİCARET A.Ş.,"TEXTILE, WEARING APPAREL AND LEATHER"
273,YUNSA,YÜNSA YÜNLÜ SANAYİ VE TİCARET A.Ş.,"TEXTILE, WEARING APPAREL AND LEATHER"
274,DGNMO,DOĞANLAR MOBİLYA GRUBU İMALAT SANAYİ VE TİCARET A.Ş.,WOOD PRODUCTS INCLUDING FURNITURE
275,GENTS,GENTAŞ DEKORATİF YÜZEYLER SANAYİ VE TİCARET A.Ş.,WOOD PRODUCTS INCLUDING FURNITURE
276,KLSYN,KOLEKSİYON MOBİLYA SANAYİ A.Ş.,WOOD PRODUCTS INCLUDING FURNITURE
277,ORMA,ORMA ORMAN MAHSULLERİ İNTEGRE SANAYİ VE TİCARET A.Ş.,WOOD PRODUCTS INCLUDING FURNITURE
278,SUMAS,SUMAŞ SUNİ TAHTA VE MOBİLYA SANAYİ A.Ş.,WOOD PRODUCTS INCLUDING FURNITURE
279,YONGA,YONGA MOBİLYA SANAYİ VE TİCARET A.Ş.,WOOD PRODUCTS INCLUDING FURNITURE
280,ALKA,ALKİM KAĞIT SANAYİ VE TİCARET A.Ş.,PAPER AND PAPER PRODUCTS PRINTING
281,BAKAB,BAK AMBALAJ SANAYİ VE TİCARET A.Ş.,PAPER AND PAPER PRODUCTS PRINTING
282,BARMA,BAREM AMBALAJ SANAYİ VE TİCARET A.Ş.,PAPER AND PAPER PRODUCTS PRINTING
283,DURDO,DURAN DOĞAN BASIM VE AMBALAJ SANAYİ A.Ş.,PAPER AND PAPER PRODUCTS PRINTING
284,TEZOL,EUROPAP TEZOL KAĞIT SANAYİ VE TİCARET A.Ş.,PAPER AND PAPER PRODUCTS PRINTING
285,KAPLM,KAPLAMİN AMBALAJ SANAYİ VE TİCARET A.Ş.,PAPER AND PAPER PRODUCTS PRINTING
286,KARTN,KARTONSAN KARTON SANAYİ VE TİCARET A.Ş.,PAPER AND PAPER PRODUCTS PRINTING
287,KONKA,KONYA KAĞIT SANAYİ VE TİCARET A.Ş.,PAPER AND PAPER PRODUCTS PRINTING
288,MNDTR,MONDİ TURKEY OLUKLU MUKAVVA KAĞIT VE AMBALAJ SANAYİ A.Ş.,PAPER AND PAPER PRODUCTS PRINTING
289,PRZMA,PRİZMA PRES MATBAACILIK YAYINCILIK SANAYİ VE TİCARET A.Ş.,PAPER AND PAPER PRODUCTS PRINTING
290,SAMAT,SARAY MATBAACILIK KAĞITÇILIK KIRTASİYECİLİK TİCARET VE SANAYİ A.Ş.,PAPER AND PAPER PRODUCTS PRINTING
291,VKING,VİKİNG KAĞIT VE SELÜLOZ A.Ş.,PAPER AND PAPER PRODUCTS PRINTING
292,ACSEL,ACISELSAN ACIPAYAM SELÜLOZ SANAYİ VE TİCARET A.Ş.,"CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS"
293,AKSA,AKSA AKRİLİK KİMYA SANAYİİ A.Ş.,"CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS"
294,ALKIM,ALKİM ALKALİ KİMYA A.Ş.,"CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS"
295,ANGEN,ANATOLİA TANI VE BİYOTEKNOLOJİ ÜRÜNLERİ ARAŞTIRMA GELİŞTİRME SANAYİ VE TİCARET A.Ş.,"CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS"
296,AYGAZ,AYGAZ A.Ş.,"CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS"
297,BAGFS,BAGFAŞ BANDIRMA GÜBRE FABRİKALARI A.Ş.,"CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS"
298,BAYRK,BAYRAK EBT TABAN SANAYİ VE TİCARET A.Ş.,"CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS"
299,BRKSN,BERKOSAN YALITIM VE TECRİT MADDELERİ ÜRETİM VE TİCARET A.Ş.,"CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS"
300,BRISA,BRİSA BRIDGESTONE SABANCI LASTİK SANAYİ VE TİCARET A.Ş.,"CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS"
301,DEVA,DEVA HOLDİNG A.Ş.,"CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS"
302,DNISI,DİNAMİK ISI MAKİNA YALITIM MALZEMELERİ SANAYİ VE TİCARET A.Ş.,"CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS"
303,DYOBY,DYO BOYA FABRİKALARI SANAYİ VE TİCARET A.Ş.,"CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS"
304,EGGUB,EGE GÜBRE SANAYİİ A.Ş.,"CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS"
305,EGPRO,EGE PROFİL TİCARET VE SANAYİ A.Ş.,"CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS"
306,EPLAS,EGEPLAST EGE PLASTİK TİCARET VE SANAYİ A.Ş.,"CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS"
307,EMNIS,EMİNİŞ AMBALAJ SANAYİ VE TİCARET A.Ş.,"CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS"
308,EUREN,EUROPEN ENDÜSTRİ İNŞAAT SANAYİ VE TİCARET A.Ş.,"CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS"
309,GEDZA,GEDİZ AMBALAJ SANAYİ VE TİCARET A.Ş.,"CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS"
310,GOODY,GOODYEAR LASTİKLERİ T.A.Ş.,"CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS"
311,GUBRF,GÜBRE FABRİKALARI T.A.Ş.,"CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS"
312,HEKTS,HEKTAŞ TİCARET T.A.Ş.,"CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS"
313,ISKPL,IŞIK PLASTİK SANAYİ VE DIŞ TİCARET PAZARLAMA A.Ş.,"CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS"
314,IZFAS,İZMİR FIRÇA SANAYİ VE TİCARET A.Ş.,"CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS"
315,KMPUR,KİMTEKS POLİÜRETAN SANAYİ VE TİCARET A.Ş.,"CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS"
316,KRPLS,KOROPLAST TEMİZLİK AMBALAJ ÜRÜNLERİ SANAYİ VE DIŞ TİCARET A.Ş.,"CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS"
317,MRSHL,MARSHALL BOYA VE VERNİK SANAYİİ A.Ş.,"CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS"
318,MEDTR,MEDİTERA TIBBİ MALZEME SANAYİ VE TİCARET A.Ş.,"CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS"
319,MERCN,MERCAN KİMYA SANAYİ VE TİCARET A.Ş.,"CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS"
320,OZRDN,ÖZERDEN PLASTİK SANAYİ VE TİCARET A.Ş.,"CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS"
321,PETKM,PETKİM PETROKİMYA HOLDİNG A.Ş.,"CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS"
322,POLTK,POLİTEKNİK METAL SANAYİ VE TİCARET A.Ş.,"CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS"
323,RNPOL,RAİNBOW POLİKARBONAT SANAYİ TİCARET A.Ş.,"CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS"
324,RTALB,RTA LABORATUVARLARI BİYOLOJİK ÜRÜNLER İLAÇ VE MAKİNE SANAYİ TİCARET A.Ş.,"CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS"
325,SANFM,SANİFOAM ENDÜSTRİ VE TÜKETİM ÜRÜNLERİ SANAYİ TİCARET A.Ş.,"CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS"
326,SASA,SASA POLYESTER SANAYİ A.Ş.,"CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS"
327,SEKUR,SEKURO PLASTİK AMBALAJ SANAYİ A.Ş.,"CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS"
328,SEYKM,SEYİTLER KİMYA SANAYİ A.Ş.,"CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS"
329,SODSN,SODAŞ SODYUM SANAYİİ A.Ş.,"CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS"
330,TMPOL,TEMAPOL POLİMER PLASTİK VE İNŞAAT SANAYİ TİCARET A.Ş.,"CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS"
331,TRILC,TURK İLAÇ VE SERUM SANAYİ A.Ş.,"CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS"
332,TUPRS,TÜPRAŞ-TÜRKİYE PETROL RAFİNERİLERİ A.Ş.,"CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS"
333,AFYON,AFYON ÇİMENTO SANAYİ T.A.Ş.,NON-METALLIC MINERAL PRODUCTS
334,AKCNS,AKÇANSA ÇİMENTO SANAYİ VE TİCARET A.Ş.,NON-METALLIC MINERAL PRODUCTS
335,BASCM,BAŞTAŞ BAŞKENT ÇİMENTO SANAYİ VE TİCARET A.Ş.,NON-METALLIC MINERAL PRODUCTS
336,BTCIM,BATIÇİM BATI ANADOLU ÇİMENTO SANAYİİ A.Ş.,NON-METALLIC MINERAL PRODUCTS
337,BSOKE,BATISÖKE SÖKE ÇİMENTO SANAYİİ T.A.Ş.,NON-METALLIC MINERAL PRODUCTS
338,BOBET,BOĞAZİÇİ BETON SANAYİ VE TİCARET A.Ş.,NON-METALLIC MINERAL PRODUCTS
339,BUCIM,BURSA ÇİMENTO FABRİKASI A.Ş.,NON-METALLIC MINERAL PRODUCTS
340,CMBTN,ÇİMBETON HAZIRBETON VE PREFABRİK YAPI ELEMANLARI SANAYİ VE TİCARET A.Ş.,NON-METALLIC MINERAL PRODUCTS
341,CMENT,ÇİMENTAŞ İZMİR ÇİMENTO FABRİKASI T.A.Ş.,NON-METALLIC MINERAL PRODUCTS
342,CIMSA,ÇİMSA ÇİMENTO SANAYİ VE TİCARET A.Ş.,NON-METALLIC MINERAL PRODUCTS
343,DOGUB,DOĞUSAN BORU SANAYİİ VE TİCARET A.Ş.,NON-METALLIC MINERAL PRODUCTS
344,EGSER,EGE SERAMİK SANAYİ VE TİCARET A.Ş.,NON-METALLIC MINERAL PRODUCTS
345,GOLTS,GÖLTAŞ GÖLLER BÖLGESİ ÇİMENTO SANAYİ VE TİCARET A.Ş.,NON-METALLIC MINERAL PRODUCTS
346,KLKIM,KALEKİM KİMYEVİ MADDELER SANAYİ VE TİCARET A.Ş.,NON-METALLIC MINERAL PRODUCTS
347,KONYA,KONYA ÇİMENTO SANAYİİ A.Ş.,NON-METALLIC MINERAL PRODUCTS
348,KUTPO,KÜTAHYA PORSELEN SANAYİ A.Ş.,NON-METALLIC MINERAL PRODUCTS
349,NIBAS,NİĞBAŞ NİĞDE BETON SANAYİ VE TİCARET A.Ş.,NON-METALLIC MINERAL PRODUCTS
350,NUHCM,NUH ÇİMENTO SANAYİ A.Ş.,NON-METALLIC MINERAL PRODUCTS
351,OYAKC,OYAK ÇİMENTO FABRİKALARI A.Ş.,NON-METALLIC MINERAL PRODUCTS
352,QUAGR,QUA GRANITE HAYAL YAPI VE ÜRÜNLERİ SANAYİ TİCARET A.Ş.,NON-METALLIC MINERAL PRODUCTS
353,USAK,UŞAK SERAMİK SANAYİ A.Ş.,NON-METALLIC MINERAL PRODUCTS
354,YBTAS,YİBİTAŞ YOZGAT İŞÇİ BİRLİĞİ İNŞAAT MALZEMELERİ TİCARET VE SANAYİ A.Ş.,NON-METALLIC MINERAL PRODUCTS
355,AYES,AYES ÇELİK HASIR VE ÇİT SANAYİ A.Ş.,BASIC METAL
356,BMSTL,BMS BİRLEŞİK METAL SANAYİ VE TİCARET A.Ş.,BASIC METAL
357,BMSCH,BMS ÇELİK HASIR SANAYİ VE TİCARET A.Ş.,BASIC METAL
358,BRSAN,BORUSAN MANNESMANN BORU SANAYİ VE TİCARET A.Ş.,BASIC METAL
359,BURCE,BURÇELİK BURSA ÇELİK DÖKÜM SANAYİİ A.Ş.,BASIC METAL
360,BURVA,BURÇELİK VANA SANAYİ VE TİCARET A.Ş.,BASIC METAL
361,CELHA,ÇELİK HALAT VE TEL SANAYİİ A.Ş.,BASIC METAL
362,CEMAS,ÇEMAŞ DÖKÜM SANAYİ A.Ş.,BASIC METAL
363,CEMTS,ÇEMTAŞ ÇELİK MAKİNA SANAYİ VE TİCARET A.Ş.,BASIC METAL
364,CUSAN,ÇUHADAROĞLU METAL SANAYİ VE PAZARLAMA A.Ş.,BASIC METAL
365,DMSAS,DEMİSAŞ DÖKÜM EMAYE MAMÜLLERİ SANAYİ A.Ş.,BASIC METAL
366,DOKTA,DÖKTAŞ DÖKÜMCÜLÜK TİCARET VE SANAYİ A.Ş.,BASIC METAL
367,ERBOS,ERBOSAN ERCİYAS BORU SANAYİİ VE TİCARET A.Ş.,BASIC METAL
368,ERCB,ERCİYAS ÇELİK BORU SANAYİ A.Ş.,BASIC METAL
369,EREGL,EREĞLİ DEMİR VE ÇELİK FABRİKALARI T.A.Ş.,BASIC METAL
370,ISDMR,İSKENDERUN DEMİR VE ÇELİK A.Ş.,BASIC METAL
371,IZMDC,İZMİR DEMİR ÇELİK SANAYİ A.Ş.,BASIC METAL
372,"KRDMA, KRDMB, KRDMD",KARDEMİR KARABÜK DEMİR ÇELİK SANAYİ VE TİCARET A.Ş.,BASIC METAL
373,KCAER,KOCAER ÇELİK SANAYİ VE TİCARET A.Ş.,BASIC METAL
374,PNLSN,PANELSAN ÇATI CEPHE SİSTEMLERİ SANAYİ VE TİCARET A.Ş.,BASIC METAL
375,SARKY,SARKUYSAN ELEKTROLİTİK BAKIR SANAYİ VE TİCARET A.Ş.,BASIC METAL
376,TUCLK,TUĞÇELİK ALÜMİNYUM VE METAL MAMÜLLERİ SANAYİ VE TİCARET A.Ş.,BASIC METAL
377,YKSLN,YÜKSELEN ÇELİK A.Ş.,BASIC METAL
378,ALCAR,ALARKO CARRIER SANAYİ VE TİCARET A.Ş.,FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES
379,ASUZU,ANADOLU ISUZU OTOMOTİV SANAYİ VE TİCARET A.Ş.,FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES
380,ARCLK,ARÇELİK A.Ş.,FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES
381,BALAT,BALATACILAR BALATACILIK SANAYİ VE TİCARET A.Ş.,FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES
382,BNTAS,BANTAŞ BANDIRMA AMBALAJ SANAYİ TİCARET A.Ş.,FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES
383,BFREN,BOSCH FREN SİSTEMLERİ SANAYİ VE TİCARET A.Ş.,FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES
384,DITAS,DİTAŞ DOĞAN YEDEK PARÇA İMALAT VE TEKNİK A.Ş.,FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES
385,EGEEN,EGE ENDÜSTRİ VE TİCARET A.Ş.,FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES
386,EMKEL,EMEK ELEKTRİK ENDÜSTRİSİ A.Ş.,FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES
387,FMIZP,FEDERAL-MOGUL İZMİT PİSTON VE PİM ÜRETİM TESİSLERİ A.Ş.,FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES
388,FROTO,FORD OTOMOTİV SANAYİ A.Ş.,FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES
389,FORMT,FORMET METAL VE CAM SANAYİ A.Ş.,FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES
390,GEREL,GERSAN ELEKTRİK TİCARET VE SANAYİ A.Ş.,FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES
391,HKTM,HİDROPAR HAREKET KONTROL TEKNOLOJİLERİ MERKEZİ SANAYİ VE TİCARET A.Ş.,FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES
392,IHEVA,İHLAS EV ALETLERİ İMALAT SANAYİ VE TİCARET A.Ş.,FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES
393,IMASM,İMAŞ MAKİNA SANAYİ A.Ş.,FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES
394,JANTS,JANTSA JANT SANAYİ VE TİCARET A.Ş.,FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES
395,KARSN,KARSAN OTOMOTİV SANAYİİ VE TİCARET A.Ş.,FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES
396,KATMR,KATMERCİLER ARAÇ ÜSTÜ EKİPMAN SANAYİ VE TİCARET A.Ş.,FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES
397,KLMSN,KLİMASAN KLİMA SANAYİ VE TİCARET A.Ş.,FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES
398,MAKIM,MAKİM MAKİNA TEKNOLOJİLERİ SANAYİ VE TİCARET A.Ş.,FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES
399,MAKTK,MAKİNA TAKIM ENDÜSTRİSİ A.Ş.,FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES
400,OTKAR,OTOKAR OTOMOTİV VE SAVUNMA SANAYİ A.Ş.,FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES
401,PARSN,PARSAN MAKİNA PARÇALARI SANAYİİ A.Ş.,FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES
402,SAFKR,SAFKAR EGE SOĞUTMACILIK KLİMA SOĞUK HAVA TESİSLERİ İHRACAT İTHALAT SANAYİ VE TİCARET A.Ş.,FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES
403,SNICA,SANİCA ISI SANAYİ A.Ş.,FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES
404,SAYAS,SAY YENİLENEBİLİR ENERJİ EKİPMANLARI SANAYİ VE TİCARET A.Ş.,FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES
405,SILVR,SİLVERLİNE ENDÜSTRİ VE TİCARET A.Ş.,FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES
406,TOASO,TOFAŞ TÜRK OTOMOBİL FABRİKASI A.Ş.,FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES
407,TMSN,TÜMOSAN MOTOR VE TRAKTÖR SANAYİ A.Ş.,FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES
408,PRKAB,TÜRK PRYSMİAN KABLO VE SİSTEMLERİ A.Ş.,FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES
409,TTRAK,TÜRK TRAKTÖR VE ZİRAAT MAKİNELERİ A.Ş.,FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES
410,ULUSE,ULUSOY ELEKTRİK İMALAT TAAHHÜT VE TİCARET A.Ş.,FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES
411,VESBE,VESTEL BEYAZ EŞYA SANAYİ VE TİCARET A.Ş.,FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES
412,VESTL,VESTEL ELEKTRONİK SANAYİ VE TİCARET A.Ş.,FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES
413,ADEL,ADEL KALEMCİLİK TİCARET VE SANAYİ A.Ş.,OTHER MANUFACTURING INDUSTRY
414,AHGAZ,AHLATCI DOĞAL GAZ DAĞITIM ENERJİ VE YATIRIM A.Ş.,ELECTRICITY GAS AND WATER
415,AKENR,AKENERJİ ELEKTRİK ÜRETİM A.Ş.,ELECTRICITY GAS AND WATER
416,AKSEN,AKSA ENERJİ ÜRETİM A.Ş.,ELECTRICITY GAS AND WATER
417,AKSUE,AKSU ENERJİ VE TİCARET A.Ş.,ELECTRICITY GAS AND WATER
418,ALFAS,ALFA SOLAR ENERJİ SANAYİ VE TİCARET A.Ş.,ELECTRICITY GAS AND WATER
419,AYDEM,AYDEM YENİLENEBİLİR ENERJİ A.Ş.,ELECTRICITY GAS AND WATER
420,AYEN,AYEN ENERJİ A.Ş.,ELECTRICITY GAS AND WATER
421,BIOEN,BİOTREND ÇEVRE VE ENERJİ YATIRIMLARI A.Ş.,ELECTRICITY GAS AND WATER
422,CONSE,CONSUS ENERJİ İŞLETMECİLİĞİ VE HİZMETLERİ A.Ş.,ELECTRICITY GAS AND WATER
423,CANTE,ÇAN2 TERMİK A.Ş.,ELECTRICITY GAS AND WATER
424,ARASE,DOĞU ARAS ENERJİ YATIRIMLARI A.Ş.,ELECTRICITY GAS AND WATER
425,ENJSA,ENERJİSA ENERJİ A.Ş.,ELECTRICITY GAS AND WATER
426,ESEN,ESENBOĞA ELEKTRİK ÜRETİM A.Ş.,ELECTRICITY GAS AND WATER
427,GWIND,GALATA WIND ENERJİ A.Ş.,ELECTRICITY GAS AND WATER
428,HUNER,HUN YENİLENEBİLİR ENERJİ ÜRETİM A.Ş.,ELECTRICITY GAS AND WATER
429,KARYE,KARTAL YENİLENEBİLİR ENERJİ ÜRETİM A.Ş.,ELECTRICITY GAS AND WATER
430,MAGEN,MARGÜN ENERJİ ÜRETİM SANAYİ VE TİCARET A.Ş.,ELECTRICITY GAS AND WATER
431,NATEN,NATUREL YENİLENEBİLİR ENERJİ TİCARET A.Ş.,ELECTRICITY GAS AND WATER
432,NTGAZ,NATURELGAZ SANAYİ VE TİCARET A.Ş.,ELECTRICITY GAS AND WATER
433,ODAS,ODAŞ ELEKTRİK ÜRETİM SANAYİ TİCARET A.Ş.,ELECTRICITY GAS AND WATER
434,PAMEL,PAMEL YENİLENEBİLİR ELEKTRİK ÜRETİM A.Ş.,ELECTRICITY GAS AND WATER
435,SMRTG,SMART GÜNEŞ ENERJİSİ TEKNOLOJİLERİ ARAŞTIRMA GELİŞTİRME ÜRETİM SANAYİ VE TİCARET A.Ş.,ELECTRICITY GAS AND WATER
436,ZEDUR,ZEDUR ENERJİ ELEKTRİK ÜRETİM A.Ş.,ELECTRICITY GAS AND WATER
437,ZOREN,ZORLU ENERJİ ELEKTRİK ÜRETİM A.Ş.,ELECTRICITY GAS AND WATER
438,AHGAZ,AHLATCI DOĞAL GAZ DAĞITIM ENERJİ VE YATIRIM A.Ş.,ELECTRICITY GAS AND STEAM
439,AKENR,AKENERJİ ELEKTRİK ÜRETİM A.Ş.,ELECTRICITY GAS AND STEAM
440,AKSEN,AKSA ENERJİ ÜRETİM A.Ş.,ELECTRICITY GAS AND STEAM
441,AKSUE,AKSU ENERJİ VE TİCARET A.Ş.,ELECTRICITY GAS AND STEAM
442,ALFAS,ALFA SOLAR ENERJİ SANAYİ VE TİCARET A.Ş.,ELECTRICITY GAS AND STEAM
443,AYDEM,AYDEM YENİLENEBİLİR ENERJİ A.Ş.,ELECTRICITY GAS AND STEAM
444,AYEN,AYEN ENERJİ A.Ş.,ELECTRICITY GAS AND STEAM
445,BIOEN,BİOTREND ÇEVRE VE ENERJİ YATIRIMLARI A.Ş.,ELECTRICITY GAS AND STEAM
446,CONSE,CONSUS ENERJİ İŞLETMECİLİĞİ VE HİZMETLERİ A.Ş.,ELECTRICITY GAS AND STEAM
447,CANTE,ÇAN2 TERMİK A.Ş.,ELECTRICITY GAS AND STEAM
448,ARASE,DOĞU ARAS ENERJİ YATIRIMLARI A.Ş.,ELECTRICITY GAS AND STEAM
449,ENJSA,ENERJİSA ENERJİ A.Ş.,ELECTRICITY GAS AND STEAM
